RUN_BEGIN_TIMESTAMP_,"['date_inspect','time_inspect']",proto_inspect
RUN_END_TIMESTAMP_,,
INITIATED_BY_USER,operator,proto_assembly
LOCATION,institution,module_info
ID,proto_name,proto_assembly
KIND_OF_PART,,
CURING_TIME_HRS,,
CURE_BEGIN_TIMESTAMP_,"['date_inspect','time_inspect']",proto_inspect
CURE_END_TIMESTAMP_,"['cure_date_end','cure_time_end']",proto_assembly
TEMP_DEGC,temp_c,proto_assembly
HUMIDITY_PRCNT,rel_hum,proto_assembly
